Region_Code,Timestamp_hr_ending,Wind_Generation_MWh,Solar_Generation_MWh,Hydro_Generation_MWh,Other_Generation_MWh,Petroleum_Generation_MWh,Natural_gas_Generation_MWh,Coal_Generation_MWh,Nuclear_Generation_MWh
PJM,12/28/2023 12 a.m. EST,2695,12,1114,995,219,37586,12170,32261
PJM,12/28/2023 1 a.m. EST,3240,12,1305,765,224,37258,12675,31833
PJM,12/28/2023 2 a.m. EST,3533,12,1221,758,222,35599,12770,31844
PJM,12/28/2023 3 a.m. EST,3502,12,1207,757,225,34966,12894,31853
PJM,12/28/2023 4 a.m. EST,3339,12,1254,760,227,36343,13108,31863
PJM,12/28/2023 5 a.m. EST,2816,13,1211,944,226,36868,13093,31875
PJM,12/28/2023 6 a.m. EST,2702,12,1982,953,230,38895,13142,31852
PJM,12/28/2023 7 a.m. EST,2470,12,3224,934,229,40733,13428,31843
PJM,12/28/2023 8 a.m. EST,2818,138,3165,924,229,42129,13732,31849
PJM,12/28/2023 9 a.m. EST,3007,531,3055,952,227,42723,13768,31836
PJM,12/28/2023 10 a.m. EST,2781,945,2761,983,225,42496,14521,31861
PJM,12/28/2023 11 a.m. EST,2743,1207,2020,977,223,42494,14709,31864
PJM,12/28/2023 12 p.m. EST,3197,1286,1837,989,220,41232,14114,31934
PJM,12/28/2023 1 p.m. EST,3540,1227,1783,991,219,40836,13864,31980
PJM,12/28/2023 2 p.m. EST,3927,1113,1637,1011,218,40881,13853,32001
PJM,12/28/2023 3 p.m. EST,3831,759,2095,993,217,40465,13636,31998
PJM,12/28/2023 4 p.m. EST,3856,281,3552,981,215,40766,13509,32003
PJM,12/28/2023 5 p.m. EST,3973,19,5957,994,213,42182,14380,32105
PJM,12/28/2023 6 p.m. EST,4264,13,5074,993,212,42203,14479,32187
PJM,12/28/2023 7 p.m. EST,4420,12,4020,1008,211,42066,14931,32230
PJM,12/28/2023 8 p.m. EST,4513,12,3187,1002,213,41701,14791,32231
PJM,12/28/2023 9 p.m. EST,4420,12,2087,1001,215,41043,14168,32270
PJM,12/28/2023 10 p.m. EST,4141,12,1215,998,217,40307,14158,32340
PJM,12/28/2023 11 p.m. EST,3793,12,1212,1031,216,39230,13450,32267
PJM,12/29/2023 12 a.m. EST,3172,12,1347,752,225,38406,12888,31838
PJM,12/29/2023 1 a.m. EST,3764,12,1194,988,217,36285,12927,32582
PJM,12/29/2023 2 a.m. EST,3543,12,1261,973,218,35667,12755,32737
PJM,12/29/2023 3 a.m. EST,3419,12,1081,977,219,35534,12710,32810
PJM,12/29/2023 4 a.m. EST,3471,12,1045,978,220,35728,12811,32844
PJM,12/29/2023 5 a.m. EST,3429,12,1219,992,216,36473,12919,32851
PJM,12/29/2023 6 a.m. EST,3353,12,1553,1010,218,38218,13010,32840
PJM,12/29/2023 7 a.m. EST,3277,13,3919,1007,216,38896,13502,32878
PJM,12/29/2023 8 a.m. EST,2932,594,3889,1029,213,39680,14455,32957
PJM,12/29/2023 9 a.m. EST,2466,1495,3204,1083,213,39973,14540,33016
PJM,12/29/2023 10 a.m. EST,2140,2140,1707,1126,215,39821,14582,32996
PJM,12/29/2023 11 a.m. EST,2096,2641,1952,1178,214,38906,14181,33060
PJM,12/29/2023 12 p.m. EST,2254,2432,1934,1175,215,39125,14521,33042
PJM,12/29/2023 1 p.m. EST,2469,2133,1987,1197,216,38969,14334,33091
PJM,12/29/2023 2 p.m. EST,2292,1451,1931,1083,217,39866,14668,33085
PJM,12/29/2023 3 p.m. EST,2221,624,2101,1018,217,39880,15349,33054
PJM,12/29/2023 4 p.m. EST,2221,89,3515,973,215,40659,15812,33000
PJM,12/29/2023 5 p.m. EST,2031,12,5560,987,211,42870,15989,32985
PJM,12/29/2023 6 p.m. EST,2398,12,5625,973,211,42545,15863,32987
PJM,12/29/2023 7 p.m. EST,2997,15,4300,953,211,42212,16028,32994
PJM,12/29/2023 8 p.m. EST,2932,12,3325,978,214,41003,16117,33012
PJM,12/29/2023 9 p.m. EST,3184,12,2438,1006,219,40273,15645,32994
PJM,12/29/2023 10 p.m. EST,3301,12,1628,971,221,39165,14711,33009
PJM,12/29/2023 11 p.m. EST,3092,12,1464,1014,223,38540,14513,33024
PJM,12/30/2023 12 a.m. EST,3714,12,1257,984,216,38119,13383,32226
PJM,12/30/2023 1 a.m. EST,2678,12,1427,991,222,37075,13154,32954
PJM,12/30/2023 2 a.m. EST,2271,12,1366,996,225,37210,13282,32946
PJM,12/30/2023 3 a.m. EST,2205,12,1331,1007,224,36615,13211,32968
PJM,12/30/2023 4 a.m. EST,2036,12,1371,1013,228,36785,13345,33003
PJM,12/30/2023 5 a.m. EST,1919,12,1258,1007,231,37791,13700,32995
PJM,12/30/2023 6 a.m. EST,2016,12,1428,1024,232,38074,13390,32988
PJM,12/30/2023 7 a.m. EST,2239,13,1927,1024,227,39099,14460,33006
PJM,12/30/2023 8 a.m. EST,2356,929,1815,1117,226,39588,14857,33000
PJM,12/30/2023 9 a.m. EST,2273,2151,1917,1254,225,39441,14368,33030
PJM,12/30/2023 10 a.m. EST,2512,2365,1293,1229,222,39619,14452,33032
PJM,12/30/2023 11 a.m. EST,2817,2338,1670,1210,221,39308,14432,33025
PJM,12/30/2023 12 p.m. EST,3255,2316,1731,1191,222,38869,14353,33010
PJM,12/30/2023 1 p.m. EST,3487,1800,1828,1115,220,38611,13922,32996
PJM,12/30/2023 2 p.m. EST,3546,1474,1847,1074,221,38283,13483,32993
PJM,12/30/2023 3 p.m. EST,3722,1410,1997,1102,218,37599,13193,33001
PJM,12/30/2023 4 p.m. EST,3623,345,3185,1049,217,38961,13640,32986
PJM,12/30/2023 5 p.m. EST,3806,20,5020,1032,214,40880,14621,32989
PJM,12/30/2023 6 p.m. EST,4139,21,4208,930,213,41128,15913,33008
PJM,12/30/2023 7 p.m. EST,4803,12,3056,1014,212,40860,15900,33010
PJM,12/30/2023 8 p.m. EST,4977,12,3070,1021,215,40436,15127,33007
PJM,12/30/2023 9 p.m. EST,4529,12,2149,1006,216,40769,15219,32985
PJM,12/30/2023 10 p.m. EST,4281,12,1476,983,217,39346,14486,32855
PJM,12/30/2023 11 p.m. EST,4117,12,1443,1008,215,38402,13682,32618
PJM,12/31/2023 12 a.m. EST,3079,12,1465,998,223,37478,13483,32889
PJM,12/31/2023 1 a.m. EST,3550,12,1351,1020,218,36409,12941,32857
PJM,12/31/2023 2 a.m. EST,3349,12,1343,1019,222,36450,12864,32944
PJM,12/31/2023 3 a.m. EST,3920,12,1338,1014,222,35762,12363,33031
PJM,12/31/2023 4 a.m. EST,4093,12,1414,1012,221,35363,12349,33030
PJM,12/31/2023 5 a.m. EST,3898,12,1503,1025,220,36143,12585,33044
PJM,12/31/2023 6 a.m. EST,3936,12,1634,1041,222,36924,13180,33028
PJM,12/31/2023 7 a.m. EST,3859,13,1861,1039,219,38061,13786,33022
PJM,12/31/2023 8 a.m. EST,3927,948,2071,1099,217,37595,14289,33044
PJM,12/31/2023 9 a.m. EST,3542,2340,2099,1249,217,37309,14133,33010
PJM,12/31/2023 10 a.m. EST,3278,2641,1562,1246,221,36945,13990,33025
PJM,12/31/2023 11 a.m. EST,3346,2599,1807,1217,220,37182,14278,33009
PJM,12/31/2023 12 p.m. EST,3545,2604,1744,1206,218,37267,14517,33012
PJM,12/31/2023 1 p.m. EST,3837,2617,1728,1234,219,36812,14164,33003
PJM,12/31/2023 2 p.m. EST,4191,2602,1726,1238,218,36893,13847,33058
PJM,12/31/2023 3 p.m. EST,4587,1865,2303,1168,216,37070,13570,33078
PJM,12/31/2023 4 p.m. EST,4491,294,3654,1037,214,38926,13517,33064
PJM,12/31/2023 5 p.m. EST,4454,20,5381,1034,214,41092,14672,33297
PJM,12/31/2023 6 p.m. EST,4235,23,5018,1012,214,41797,15364,33450
PJM,12/31/2023 7 p.m. EST,4494,21,4483,1008,210,40727,14814,33462
PJM,12/31/2023 8 p.m. EST,4537,12,3670,1028,212,40107,14711,33635
PJM,12/31/2023 9 p.m. EST,4602,12,1959,1031,214,39880,14459,33710
PJM,12/31/2023 10 p.m. EST,4726,12,1569,1036,219,38530,13807,33739
PJM,12/31/2023 11 p.m. EST,4312,12,1510,1030,220,38908,13674,33697
PJM,1/1/2024 12 a.m. EST,4020,12,1354,1020,219,37416,13521,32646
